"No,Kode Artikel,Nama Artikel,Tier,QTY BOX DDD,QTY BOX LJBB,QTY BOX MBB,TOTAL,QTY PAIRS,Tier Luxodev,Status,Wilbex 2026,accurate,%,31%,10%,8%,0%,0%,51%,100%,0%,100%"
"890,M1ZR05,""MEN ZORRO 5, COFFEE"",8,0,0,0,0,0,8,,,,,,,,,,,,,"
"891,L1SPV209,""LADIES PUFFY 9, BOTANICAL GREEN"",8,10,0,0,10,120,8,,,,,,,,,,,,,"
"892,M1SPV216,""MEN STRIPE 16, COCOA WHITE TAN"",8,0,0,0,0,0,8,,,,,,,,,,,,,"
"893,M1SPV215,""MEN STRIPE 15, BLACK NAVY WHITE"",8,0,0,0,0,0,8,,,,,,,,,,,,,"
"894,Z2MT01,""BABY DISNEY MILTON 1, ALL BLACK"",8,175,0,0,175,2100,8,,keep wilbex 20,,,,,,,,,,,"
"895,Z2MT02,""BABY DISNEY MILTON 2, OLIVE"",8,166,0,0,166,1992,8,,keep wilbex 20,,,,,,,,,,,"
"896,Z2MT03,""BABY DISNEY MILTON 3, CAMEL"",8,164,0,0,164,1968,8,,keep wilbex 20,,,,,,,,,,,"
"897,Z2OX01,""BABY DISNEY OXFORD 1, COFFEE"",8,133,0,0,133,1596,8,,keep wilbex 20,,,,,,,,,,,"
"898,Z2OX02,""BABY DISNEY OXFORD 2, NAVY"",8,161,0,0,161,1932,8,,keep wilbex 20,,,,,,,,,,,"
"899,Z2OX03,""BABY DISNEY OXFORD 3, BEIGE"",8,128,0,0,128,1536,8,,keep wilbex 20,,,,,,,,,,,"
"900,B2DV01,""BOYS DISNEY DOVER 1, BLACK"",8,34,0,0,34,408,8,,keep wilbex 5,,,,,,,,,,,"
"901,G2DV01,""GIRLS DISNEY DOVER 1, BEIGE"",8,36,0,0,36,432,8,,keep wilbex 5,,,,,,,,,,,"
"902,L1MR01,""LADIES MERCI 1, BLACK"",8,2,0,0,2,24,8,,,,,,,,,,,,,"
"903,L1MR02,""LADIES MERCI 2, MOCCA"",8,1,0,0,1,12,8,,,,,,,,,,,,,"
"904,L1MR03,""LADIES MERCI 3, WINE"",8,2,0,0,2,24,8,,,,,,,,,,,,,"
"905,L1MR04,""LADIES MERCI 4, SAGE"",8,6,0,0,6,72,8,,,,,,,,,,,,,"
"906,L1MR05,""LADIES MERCI 5, VANILLA"",8,38,0,0,38,456,8,,,,,,,,,,,,,"
"907,B1SM01,""BOYS SLIDE SPIDER-MAN 1, BLACK"",8,115,,,115,1380,8,,,,,,,,,,,,,"
"908,B1SM02,""BOYS SLIDE SPIDER-MAN 2, GREY"",8,44,,,44,528,8,,,,,,,,,,,,,"
"909,B1SM03,""BOYS SLIDE SPIDER-MAN 3, BLUE RED"",8,49,,,49,588,8,,,,,,,,,,,,,"
